Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	but i was updated	5	Human 2	3, 7
2	3	. here's a	5	Human 2	9, 13
3	2	. here's	5	Human 2	9, 11, 13
2	2	for a	9	Human 2	7, 15
2	2	for the	7	Human 2	3, 9
2	2	next quarter:	5	Human 2	9, 13
2	2	physically ,	3	Human 2	3, 5
2	2	project updates	3	Human 2	11, 13
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	a	13	Human 2	3, 5, 7, 9, 13, 15
6	1	for	13	Human 2	3, 7, 9, 11, 13, 15
4	1	and	9	Human 2	3, 5, 9, 11
4	1	i	11	Human 2	3, 5, 7, 13
3	1	are	15	Human 2	1, 11, 15
3	1	next	5	Human 2	9, 11, 13
3	1	project	5	Human 2	11, 13, 15
3	1	time	7	Human 2	7, 9, 13
3	1	updates	9	Human 2	5, 11, 13
2	1	can't	5	Human 2	1, 5
2	1	indeed	7	Human 2	5, 11
2	1	information	3	Human 2	3, 5
2	1	places	3	Human 2	5, 7
2	1	planning	3	Human 2	9, 11
2	1	staying	5	Human 2	7, 11
2	1	tomorrow	3	Human 2	13, 15
2	1	travel	3	Human 2	3, 5
2	1	we	11	Human 2	1, 11
2	1	you	13	Human 2	3, 15

