Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	by the way ,	13	6	1	Human 1	8, 13
2	2	3	game last night	11	2	1	Human 1	10, 11
4	4	2	, but	12	10	3	Human 2	3, 9, 11, 12
3	1	2	the way	13	10	2	Human 1	4, 8, 13
2	2	2	i appreciate	12	4	1	Human 2	9, 12
2	2	2	in the	9	6	1	Human 1	4, 9
9	7	1	the	5	10	1	Human 1	4, 5, 6, 7, 8, 9, 10, 11, 13
7	6	1	i	4	10	1	Human 2	3, 4, 6, 9, 10, 11, 12
4	4	1	don't	8	9	1	Human 2	3, 8, 9, 11
4	4	1	that	6	6	1	Human 2	5, 6, 7, 10
3	3	1	and	4	5	1	Human 2	3, 4, 7
3	1	1	in	9	6	2	Human 1	4, 8, 9
3	3	1	is	6	8	1	Human 2	5, 6, 12
3	3	1	on	7	10	1	Human 1	4, 7, 13
3	3	1	you	11	4	2	Human 1	8, 10, 11
3	3	1	your	5	11	1	Human 1	2, 5, 12
2	2	1	diesel	7	2	1	Human 1	6, 7
2	2	1	drive	9	2	1	Human 1	8, 9
2	2	1	getting	5	2	1	Human 1	4, 5
2	2	1	here	8	6	1	Human 2	3, 8
2	2	1	if	9	2	1	Human 1	8, 9
2	2	1	it	5	2	1	Human 1	4, 5
2	2	1	moped	5	2	1	Human 1	4, 5
2	2	1	morning	5	2	1	Human 1	4, 5
2	2	1	record	13	2	1	Human 1	12, 13
2	2	1	sounds	8	4	1	Human 2	5, 8

