Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	i don't have	11	2	1	Human 1	10, 11
3	3	2	i can	6	7	1	Human 2	5, 6, 11
3	1	2	i don't	10	9	1	Human 2	3, 10, 11
3	3	2	so i	6	9	1	Human 2	3, 6, 11
2	2	2	! it's	12	12	1	Human 2	1, 12
2	2	2	for the	14	8	1	Human 2	7, 14
2	2	2	myself .	9	2	1	Human 1	8, 9
8	6	1	the	6	12	1	Human 2	3, 6, 7, 8, 9, 10, 12, 14
7	2	1	i	8	11	2	Human 2	3, 5, 6, 8, 10, 11, 13
7	7	1	i'm	6	11	2	Human 2	3, 5, 6, 7, 9, 11, 13
7	7	1	to	2	11	1	Human 2	1, 2, 3, 4, 6, 10, 11
6	6	1	your	5	8	1	Human 1	4, 5, 7, 9, 10, 11
5	5	1	a	6	13	2	Human 2	1, 3, 6, 7, 13
5	3	1	for	5	11	1	Human 1	4, 5, 7, 9, 14
5	5	1	just	3	10	1	Human 1	2, 3, 8, 9, 11
4	4	1	are	3	11	1	Human 1	2, 3, 5, 12
4	4	1	like	5	6	1	Human 1	4, 5, 7, 9
4	4	1	movies	9	6	2	Human 1	6, 8, 9, 11
4	4	1	with	10	13	2	Human 2	1, 5, 10, 13
4	4	1	you	2	5	1	Human 2	1, 2, 3, 5
3	3	1	day	6	9	1	Human 2	1, 6, 9
3	1	1	have	13	4	1	Human 1	10, 11, 13
3	1	1	it's	8	12	1	Human 2	1, 8, 12
2	2	1	avatar	13	2	1	Human 1	12, 13
2	2	1	can't	14	6	1	Human 2	9, 14
2	2	1	do	4	2	1	Human 2	3, 4
2	2	1	favorite	13	4	1	Human 1	10, 13
2	2	1	fun	7	4	1	Human 1	4, 7
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	it	9	8	1	Human 1	2, 9
2	2	1	movie	11	2	1	Human 1	10, 11
2	1	1	myself	9	2	1	Human 1	8, 9
2	2	1	share	11	2	1	Human 1	10, 11
2	2	1	son	5	2	1	Human 1	4, 5
2	2	1	taking	9	4	1	Human 1	6, 9
2	2	1	today	3	2	1	Human 1	2, 3

