Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	assist you today ?	3	Human 2	3, 5
2	4	saving the world from	3	Human 2	9, 11
2	3	fly after diving	3	Human 2	13, 15
2	2	can be	9	Human 2	7, 15
2	2	i've been	3	Human 2	9, 11
2	2	social media	3	Human 2	9, 11
2	2	you don't	3	Human 2	13, 15
5	1	and	11	Human 2	7, 9, 11, 15, 17
4	1	to	13	Human 2	5, 11, 15, 17
4	1	you	13	Human 2	3, 5, 13, 15
3	1	been	7	Human 2	5, 9, 11
3	1	can	13	Human 2	3, 7, 15
2	1	going	11	Human 2	1, 11
2	1	how	3	Human 2	3, 5
2	1	i	5	Human 2	3, 7
2	1	i'm	3	Human 2	3, 5
2	1	places	5	Human 2	11, 15
2	1	see	5	Human 2	7, 11
2	1	the	3	Human 2	9, 11
2	1	with	5	Human 2	13, 17
2	1	would	7	Human 2	5, 11
2	1	your	17	Human 2	1, 17

