Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	is a great	7	Human 2	3, 5, 9
4	2	a great	9	Human 2	3, 5, 9, 11
2	2	thanksgiving is	7	Human 2	3, 9
2	2	time for	7	Human 2	3, 9
2	2	yes ,	7	Human 2	3, 9
5	1	a	11	Human 2	3, 5, 9, 11, 13
5	1	and	11	Human 2	3, 7, 9, 11, 13
5	1	the	13	Human 2	1, 7, 9, 11, 13
4	1	for	11	Human 2	3, 5, 9, 13
3	1	of	7	Human 2	5, 7, 11
3	1	thanksgiving	7	Human 2	3, 7, 9
3	1	time	7	Human 2	3, 7, 9
2	1	any	9	Human 2	5, 13
2	1	are	5	Human 2	3, 7
2	1	electronics	3	Human 2	11, 13
2	1	excitement	3	Human 2	9, 11
2	1	holiday	3	Human 2	1, 3
2	1	on	3	Human 2	11, 13
2	1	shopping	3	Human 2	3, 5
2	1	to	5	Human 2	9, 13
2	1	with	7	Human 2	7, 13

