Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	i don't have	7	Human 2	5, 7, 11
2	3	for the same	3	Human 2	11, 13
2	3	have plans or	5	Human 2	5, 9
4	2	i don't	9	Human 2	5, 7, 11, 13
2	2	, i	3	Human 2	5, 7
2	2	for me	3	Human 2	7, 9
2	2	it's not	3	Human 2	9, 11
2	2	people are	3	Human 2	9, 11
2	2	that people	3	Human 2	11, 13
6	1	you	11	Human 2	3, 5, 7, 9, 11, 13
5	1	for	11	Human 2	3, 7, 9, 11, 13
5	1	have	9	Human 2	5, 7, 9, 11, 13
4	1	or	7	Human 2	5, 7, 9, 11
4	1	plans	7	Human 2	5, 7, 9, 11
4	1	to	9	Human 2	5, 7, 9, 13
3	1	and	9	Human 2	5, 11, 13
3	1	are	9	Human 2	3, 9, 11
3	1	that	5	Human 2	9, 11, 13
3	1	the	5	Human 2	9, 11, 13
3	1	visas	5	Human 2	9, 11, 13
2	1	about	9	Human 2	3, 11
2	1	any	3	Human 2	11, 13
2	1	coming	11	Human 2	3, 13
2	1	conference	3	Human 2	9, 11
2	1	here	3	Human 2	5, 7
2	1	i'm	3	Human 2	5, 7
2	1	interesting	3	Human 2	7, 9
2	1	it's	3	Human 2	9, 11
2	1	personal	7	Human 2	5, 11
2	1	place	7	Human 2	7, 13

