Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm funny and charming	3	Human 2	7, 9
2	3	, but i	11	Human 2	3, 13
2	3	a pastry chef	13	Human 2	1, 13
3	2	, but	11	Human 2	3, 7, 13
3	2	to be	13	Human 2	1, 5, 13
2	2	cake was	9	Human 2	5, 13
2	2	the cake	5	Human 2	9, 13
2	2	the icing	7	Human 2	9, 15
2	2	wanted to	5	Human 2	1, 5
6	1	the	11	Human 2	5, 7, 9, 11, 13, 15
6	1	to	15	Human 2	1, 3, 5, 7, 13, 15
5	1	and	11	Human 2	5, 7, 9, 11, 15
5	1	i	13	Human 2	3, 5, 11, 13, 15
4	1	a	15	Human 2	1, 9, 13, 15
4	1	but	11	Human 2	3, 7, 9, 13
4	1	i'm	9	Human 2	5, 7, 9, 13
4	1	is	13	Human 2	3, 7, 11, 15
4	1	that	9	Human 2	5, 9, 11, 13
3	1	chef	13	Human 2	1, 9, 13
3	1	for	5	Human 2	11, 13, 15
3	1	haha	7	Human 2	7, 9, 13
3	1	icing	7	Human 2	9, 11, 15
3	1	it	7	Human 2	3, 7, 9
3	1	not	5	Human 2	5, 7, 9
3	1	was	9	Human 2	5, 9, 13
2	1	always	9	Human 2	5, 13
2	1	do	3	Human 2	3, 5
2	1	my	5	Human 2	3, 7
2	1	pies	5	Human 2	11, 15
2	1	when	7	Human 2	1, 7
2	1	with	3	Human 2	11, 13
2	1	work	3	Human 2	13, 15
2	1	you	15	Human 2	1, 15

