Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i know the	5	Human 2	13, 17
3	2	the holidays	7	Human 2	5, 7, 11
2	2	, but	9	Human 2	7, 15
2	2	i think	3	Human 2	15, 17
2	2	i was	7	Human 2	5, 11
2	2	just want	5	Human 2	5, 9
2	2	long time	17	Human 2	1, 17
8	1	the	17	Human 2	1, 5, 7, 9, 11, 13, 15, 17
7	1	and	13	Human 2	5, 7, 9, 11, 13, 15, 17
7	1	for	17	Human 2	1, 3, 5, 9, 13, 15, 17
6	1	i	13	Human 2	5, 9, 11, 13, 15, 17
5	1	but	11	Human 2	7, 9, 13, 15, 17
4	1	christmas	7	Human 2	11, 13, 15, 17
4	1	holidays	7	Human 2	5, 7, 9, 11
4	1	just	11	Human 2	5, 7, 9, 15
4	1	that	9	Human 2	9, 13, 15, 17
4	1	to	11	Human 2	5, 7, 13, 15
4	1	was	11	Human 2	5, 11, 13, 15
4	1	with	11	Human 2	5, 7, 11, 15
3	1	know	9	Human 2	9, 13, 17
3	1	long	17	Human 2	1, 15, 17
3	1	relaxing	9	Human 2	7, 11, 15
3	1	time	17	Human 2	1, 11, 17
3	1	well	5	Human 2	3, 5, 7
2	1	around	3	Human 2	7, 9
2	1	as	11	Human 2	5, 15
2	1	bad	5	Human 2	9, 13
2	1	been	13	Human 2	3, 15
2	1	can	3	Human 2	15, 17
2	1	going	3	Human 2	1, 3
2	1	has	13	Human 2	3, 15
2	1	have	9	Human 2	9, 17
2	1	i'm	3	Human 2	7, 9
2	1	it	11	Human 2	3, 13
2	1	my	7	Human 2	11, 17
2	1	one	3	Human 2	13, 15
2	1	some	5	Human 2	13, 17
2	1	very	7	Human 2	11, 17
2	1	were	5	Human 2	7, 11

