Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	9	what do you like to do for fun ?	11	6	1	Human 1	6, 11
2	2	4	do you have any	9	6	1	Human 1	4, 9
3	1	3	like to do	12	7	1	Human 1	6, 11, 12
3	1	3	what do you	9	6	1	Human 1	6, 9, 11
3	1	3	you have any	7	6	1	Human 1	4, 7, 9
2	2	3	a couple miles	9	2	1	Human 1	8, 9
4	1	2	like to	7	7	1	Human 1	6, 7, 11, 12
4	1	2	you have	17	14	1	Human 1	4, 7, 9, 17
3	1	2	a couple	9	6	2	Human 1	4, 8, 9
3	3	2	run a	9	5	1	Human 1	8, 9, 12
3	1	2	you like	6	9	1	Human 2	3, 6, 11
2	2	2	, i	14	10	1	Human 2	5, 14
2	2	2	of running	15	2	1	Human 1	14, 15
2	2	2	projects that	7	4	1	Human 1	4, 7
9	5	1	to	3	14	1	Human 1	2, 3, 4, 6, 7, 8, 11, 12, 15
9	5	1	you	3	16	1	Human 1	2, 3, 4, 6, 7, 9, 11, 15, 17
6	2	1	a	16	14	2	Human 1	4, 8, 9, 12, 16, 17
6	2	1	have	5	14	1	Human 1	4, 5, 7, 9, 12, 17
6	1	1	like	17	15	1	Human 2	3, 6, 7, 11, 12, 17
5	4	1	i	5	12	1	Human 1	4, 5, 12, 14, 15
4	4	1	haha	7	6	1	Human 1	6, 7, 10, 11
4	2	1	of	13	14	1	Human 1	2, 13, 14, 15
4	1	1	run	14	7	1	Human 1	8, 9, 12, 14
4	4	1	the	11	12	1	Human 1	4, 11, 13, 15
3	3	1	distances	15	8	2	Human 1	8, 12, 15
3	3	1	finish	3	3	1	Human 1	2, 3, 4
3	1	1	for	11	8	2	Human 1	4, 6, 11
3	1	1	fun	11	8	2	Human 1	4, 6, 11
3	3	1	i've	9	4	1	Human 1	8, 9, 11
3	3	1	is	14	4	2	Human 2	11, 13, 14
3	3	1	just	8	13	1	Human 2	5, 8, 17
3	3	1	marathons	13	3	1	Human 1	12, 13, 14
3	3	1	not	13	7	1	Human 1	8, 13, 14
3	3	1	thanksgiving	5	6	1	Human 1	4, 5, 9
3	3	1	well	11	10	1	Human 1	8, 11, 17
2	2	1	cool	8	2	1	Human 2	7, 8
2	2	1	plans	5	2	1	Human 1	4, 5
2	1	1	that	7	4	1	Human 1	4, 7
2	2	1	was	17	2	1	Human 1	16, 17
2	2	1	work	3	2	1	Human 1	2, 3

