Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	i'm good .	5	6	1	Human 1	4, 5, 7, 9
2	2	3	got to see	15	2	1	Human 1	14, 15
4	1	2	i'm good	5	6	1	Human 1	4, 5, 7, 9
4	4	2	new york	9	8	1	Human 1	8, 9, 14, 15
3	3	2	. how	6	4	1	Human 2	5, 6, 8
3	3	2	. i	14	10	2	Human 2	5, 7, 14
2	2	2	. what's	9	6	1	Human 1	4, 9
2	2	2	a few	14	8	1	Human 2	7, 14
2	2	2	the first	15	2	1	Human 1	14, 15
2	2	2	time of	13	2	1	Human 1	12, 13
2	2	2	visited india	13	4	1	Human 1	10, 13
2	2	2	was actually	15	2	1	Human 1	14, 15
6	2	1	i'm	6	10	1	Human 1	4, 5, 6, 7, 9, 13
5	5	1	about	7	6	1	Human 1	6, 7, 8, 9, 11
5	5	1	and	12	5	1	Human 2	11, 12, 13, 14, 15
5	1	1	good	4	7	1	Human 2	3, 4, 5, 7, 9
5	2	1	i	14	11	3	Human 2	5, 7, 11, 14, 15
5	1	1	new	11	8	1	Human 1	8, 9, 11, 14, 15
5	3	1	of	13	10	2	Human 1	6, 12, 13, 14, 15
5	4	1	the	14	7	3	Human 2	9, 11, 13, 14, 15
5	4	1	to	6	11	1	Human 2	5, 6, 9, 14, 15
4	4	1	going	3	5	1	Human 1	2, 3, 5, 6
4	4	1	my	6	9	1	Human 2	5, 6, 7, 13
4	2	1	visited	11	6	1	Human 1	10, 11, 13, 15
3	1	1	a	14	8	2	Human 2	7, 11, 14
3	3	1	city	11	6	1	Human 1	10, 11, 15
3	3	1	family	7	4	1	Human 1	6, 7, 9
3	1	1	india	11	4	1	Human 1	10, 11, 13
3	3	1	it	12	7	1	Human 2	9, 12, 15
3	3	1	just	14	7	1	Human 2	9, 14, 15
3	3	1	this	12	9	1	Human 2	5, 12, 13
3	3	1	you	5	3	1	Human 1	4, 5, 6
2	2	1	ago	14	4	1	Human 2	11, 14
2	2	1	been	14	8	1	Human 2	7, 14
2	2	1	both	15	4	1	Human 1	12, 15
2	2	1	down	9	6	1	Human 1	4, 9
2	2	1	ever	15	2	1	Human 1	14, 15
2	2	1	great	12	2	1	Human 2	11, 12
2	2	1	is	15	4	1	Human 1	12, 15
2	2	1	there	14	14	1	Human 2	1, 14
2	2	1	year	13	2	1	Human 1	12, 13
2	2	1	your	9	8	1	Human 1	2, 9

