Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	turkey and shopping	5	2	1	Human 1	4, 5
2	2	2	! turkey	9	6	1	Human 1	4, 9
2	2	2	are you	2	2	1	Human 2	1, 2
2	2	2	forward to	3	2	1	Human 1	2, 3
2	2	2	some people	11	4	1	Human 1	8, 11
2	2	2	you plan	11	2	1	Human 1	10, 11
8	4	1	you	3	13	1	Human 2	1, 2, 3, 5, 10, 11, 12, 13
6	3	1	turkey	8	10	1	Human 1	4, 5, 8, 9, 11, 13
5	3	1	and	7	10	1	Human 1	4, 5, 7, 9, 13
5	5	1	can	12	9	3	Human 2	5, 9, 11, 12, 13
5	5	1	i	6	9	2	Human 2	3, 5, 6, 7, 11
5	5	1	the	8	12	2	Human 2	3, 7, 8, 9, 14
5	4	1	to	3	12	1	Human 1	2, 3, 9, 10, 13
3	1	1	are	13	13	1	Human 2	1, 2, 13
3	3	1	in	7	9	1	Human 1	6, 7, 14
3	3	1	more	12	5	1	Human 2	9, 12, 13
3	2	1	shopping	5	8	1	Human 1	4, 5, 11
3	1	1	some	13	6	1	Human 1	8, 11, 13
3	3	1	stuffing	9	4	1	Human 1	8, 9, 11
3	3	1	what	11	10	2	Human 1	2, 10, 11
2	2	1	buy	11	2	1	Human 1	10, 11
2	2	1	do	10	8	1	Human 2	3, 10
2	2	1	eat	7	2	1	Human 1	6, 7
2	2	1	make	11	4	1	Human 1	8, 11
2	2	1	run	13	2	1	Human 1	12, 13
2	2	1	so	12	10	1	Human 2	3, 12
2	2	1	someone	11	4	1	Human 1	8, 11
2	2	1	with	14	10	1	Human 2	5, 14

