Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	fight in the civil war	9	4	1	Human 1	6, 9
2	2	4	your day going ?	5	4	1	Human 1	2, 5
2	2	3	just kidding .	15	2	1	Human 1	14, 15
2	2	2	christopher columbus	7	2	1	Human 1	6, 7
2	2	2	i didn't	5	2	1	Human 1	4, 5
2	2	2	i see	11	2	1	Human 1	10, 11
2	2	2	pretty cool	15	2	1	Human 1	14, 15
2	2	2	win money	17	2	1	Human 1	16, 17
7	3	1	i	8	14	1	Human 1	4, 5, 8, 10, 11, 15, 17
7	7	1	you	8	14	1	Human 2	3, 8, 9, 10, 12, 15, 16
4	2	1	day	3	6	1	Human 1	2, 3, 5, 7
4	2	1	in	11	12	1	Human 1	6, 9, 11, 17
4	4	1	it's	5	10	1	Human 1	4, 5, 7, 13
4	4	1	that	5	11	1	Human 1	4, 5, 11, 14
4	2	1	the	11	12	1	Human 1	6, 9, 11, 17
4	2	1	your	11	13	1	Human 1	2, 5, 11, 14
3	1	1	didn't	6	3	1	Human 1	4, 5, 6
3	3	1	history	11	8	2	Human 1	4, 8, 11
3	3	1	horse	13	5	1	Human 1	12, 13, 16
3	3	1	know	9	8	1	Human 1	8, 9, 15
3	3	1	one	13	6	1	Human 1	12, 13, 17
3	1	1	pretty	17	4	1	Human 1	14, 15, 17
2	2	1	actually	15	12	1	Human 1	4, 15
2	2	1	are	8	4	1	Human 2	5, 8
2	2	1	at	17	2	1	Human 1	16, 17
2	2	1	busy	17	2	1	Human 1	16, 17
2	2	1	competitions	17	2	1	Human 1	16, 17
2	2	1	is	14	4	1	Human 2	11, 14
2	2	1	right	9	2	1	Human 1	8, 9
2	2	1	test	5	2	1	Human 1	4, 5

