Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	family and friends	5	Human 2	13, 17
2	3	with mental health	3	Human 2	11, 13
3	2	family and	9	Human 2	9, 13, 17
2	2	i have	7	Human 2	3, 9
2	2	i think	5	Human 2	9, 13
2	2	you have	9	Human 2	5, 13
6	1	and	15	Human 2	3, 5, 9, 13, 15, 17
5	1	i	15	Human 2	3, 5, 9, 13, 17
5	1	the	13	Human 2	1, 5, 9, 11, 13
5	1	with	13	Human 2	3, 5, 11, 13, 15
5	1	you	15	Human 2	1, 5, 7, 13, 15
4	1	a	13	Human 2	3, 5, 9, 15
4	1	family	9	Human 2	9, 13, 15, 17
3	1	for	5	Human 2	7, 9, 11
3	1	is	11	Human 2	3, 9, 13
3	1	that	7	Human 2	7, 9, 13
3	1	think	9	Human 2	5, 9, 13
3	1	year	5	Human 2	1, 3, 5
2	1	but	7	Human 2	5, 11
2	1	great	7	Human 2	9, 15
2	1	help	7	Human 2	11, 17
2	1	of	7	Human 2	3, 9
2	1	that's	5	Human 2	11, 15
2	1	work	11	Human 2	3, 13

