Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	was the	7	Human 2	5, 7, 11
2	2	break and	5	Human 2	5, 9
2	2	for me	5	Human 2	7, 11
2	2	for the	7	Human 2	3, 9
2	2	it took	5	Human 2	3, 7
2	2	it was	9	Human 2	5, 13
2	2	the break	7	Human 2	3, 9
2	2	travel for	9	Human 2	5, 13
6	1	and	11	Human 2	3, 5, 7, 9, 11, 13
6	1	for	11	Human 2	3, 5, 7, 9, 11, 13
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
6	1	was	11	Human 2	3, 5, 7, 9, 11, 13
4	1	long	11	Human 2	3, 5, 9, 13
3	1	vietnam	5	Human 2	5, 7, 9
3	1	we	9	Human 2	1, 3, 9
3	1	yeah	13	Human 2	3, 11, 15
2	1	a	11	Human 2	5, 15
2	1	also	3	Human 2	5, 7
2	1	are	11	Human 2	1, 11
2	1	back	5	Human 2	5, 9
2	1	from	3	Human 2	11, 13
2	1	i	3	Human 2	11, 13
2	1	like	5	Human 2	11, 15
2	1	me	5	Human 2	7, 11
2	1	months	3	Human 2	3, 5
2	1	still	5	Human 2	5, 9
2	1	time	11	Human 2	3, 13
2	1	to	3	Human 2	3, 5
2	1	well	11	Human 2	3, 13
2	1	years	7	Human 2	7, 13
2	1	you	7	Human 2	5, 11

