Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	5	figure skating viewer olympics course	5	Human 2	11, 13, 15
2	4	i've always wanted to	3	Human 2	11, 13
2	3	barely think can	3	Human 2	13, 15
2	3	ice wall slammed	3	Human 2	9, 11
3	2	ice wall	7	Human 2	5, 9, 11
2	2	better after	5	Human 2	5, 9
2	2	did you	7	Human 2	3, 9
2	2	ski trip	7	Human 2	3, 9
2	2	you know	3	Human 2	7, 9
5	1	you	15	Human 2	1, 3, 7, 9, 15
4	1	that	7	Human 2	3, 5, 7, 9
3	1	but	11	Human 2	5, 9, 15
3	1	haha	7	Human 2	5, 9, 11
3	1	skating	5	Human 2	11, 13, 15
3	1	trip	9	Human 2	3, 9, 11
2	1	any	3	Human 2	7, 9
2	1	cool	5	Human 2	7, 11
2	1	french	3	Human 2	7, 9
2	1	great	3	Human 2	5, 7
2	1	in	3	Human 2	7, 9
2	1	montreal	3	Human 2	9, 11
2	1	the	3	Human 2	11, 13

