Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	5	. how about you ?	7	8	1	Human 1	6, 7, 13
2	2	4	i've visited india before	11	2	1	Human 1	10, 11
2	2	4	visited india before .	13	4	1	Human 1	10, 13
4	1	3	. how about	8	8	1	Human 1	6, 7, 8, 13
4	1	3	about you ?	11	8	1	Human 1	6, 7, 11, 13
4	1	3	how about you	15	10	1	Human 1	6, 7, 13, 15
2	2	3	ago for thanksgiving	15	2	1	Human 1	14, 15
2	2	3	in new york	9	2	1	Human 1	8, 9
2	2	3	visit my family	9	4	1	Human 1	6, 9
4	2	2	new york	14	8	1	Human 1	8, 9, 14, 15
2	2	2	. what's	5	2	1	Human 1	4, 5
2	2	2	day going	3	2	1	Human 1	2, 3
2	2	2	i was	15	2	1	Human 1	14, 15
2	2	2	this time	15	4	1	Human 1	12, 15
2	2	2	to visit	15	10	1	Human 1	6, 15
8	8	1	i'm	4	13	1	Human 2	3, 4, 5, 6, 7, 9, 13, 15
7	4	1	you	5	12	1	Human 1	4, 5, 6, 7, 11, 13, 15
6	1	1	how	11	10	1	Human 1	6, 7, 8, 11, 13, 15
6	4	1	i	14	13	4	Human 2	3, 5, 7, 9, 14, 15
6	6	1	just	14	13	4	Human 2	3, 7, 9, 13, 14, 15
5	3	1	family	7	8	1	Human 1	6, 7, 9, 11, 13
5	3	1	in	8	10	2	Human 2	3, 5, 8, 9, 12
4	4	1	and	13	4	1	Human 1	12, 13, 14, 15
4	2	1	going	5	5	1	Human 1	2, 3, 5, 6
4	2	1	to	6	11	1	Human 2	5, 6, 14, 15
4	4	1	what	10	7	1	Human 2	7, 10, 11, 13
3	3	1	a	14	12	2	Human 2	3, 9, 14
3	3	1	there	14	14	2	Human 2	1, 11, 14
2	2	1	is	12	2	1	Human 2	11, 12
2	2	1	still	15	4	1	Human 1	12, 15
2	2	1	the	14	12	1	Human 2	3, 14
2	1	1	was	15	2	1	Human 1	14, 15
2	2	1	your	11	10	1	Human 1	2, 11

