Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	. i	9	Human 2	7, 13, 15
2	2	have one	3	Human 2	9, 11
2	2	i did	3	Human 2	7, 9
2	2	i love	3	Human 2	13, 15
2	2	was good	7	Human 2	3, 9
2	2	went to	3	Human 2	3, 5
2	2	with friends	7	Human 2	3, 9
6	1	and	13	Human 2	3, 5, 7, 9, 11, 15
6	1	i	13	Human 2	3, 7, 9, 11, 13, 15
5	1	with	11	Human 2	3, 5, 7, 9, 13
3	1	a	7	Human 2	5, 7, 11
3	1	did	5	Human 2	5, 7, 9
3	1	friends	7	Human 2	3, 5, 9
3	1	good	7	Human 2	3, 7, 9
3	1	home	7	Human 2	5, 7, 11
3	1	i'm	5	Human 2	11, 13, 15
3	1	pumpkin	5	Human 2	11, 13, 15
3	1	to	9	Human 2	3, 5, 11
3	1	was	9	Human 2	1, 3, 9
3	1	went	7	Human 2	3, 5, 9
2	1	also	13	Human 2	3, 15
2	1	but	3	Human 2	9, 11
2	1	frying	3	Human 2	13, 15
2	1	in	7	Human 2	5, 11
2	1	it	3	Human 2	9, 11
2	1	my	5	Human 2	7, 11
2	1	no	5	Human 2	5, 9
2	1	unique	3	Human 2	13, 15

