Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	! i	10	10	1	Human 2	5, 10, 14
3	3	2	sounds like	13	6	2	Human 1	8, 12, 13
2	2	2	i see	13	6	1	Human 1	8, 13
2	2	2	like you	8	6	1	Human 2	3, 8
2	2	2	the sun	3	2	1	Human 1	2, 3
10	6	1	i	8	13	3	Human 2	3, 5, 7, 8, 10, 11, 12, 13, 14, 15
8	7	1	the	3	14	1	Human 1	2, 3, 5, 6, 7, 8, 12, 15
7	7	1	to	3	14	1	Human 1	2, 3, 4, 5, 6, 14, 15
6	2	1	like	14	13	1	Human 2	3, 8, 12, 13, 14, 15
5	5	1	work	7	5	1	Human 1	6, 7, 8, 9, 10
4	4	1	beach	7	6	2	Human 1	4, 6, 7, 9
4	4	1	have	15	6	3	Human 1	10, 12, 14, 15
4	4	1	i'm	14	13	2	Human 2	3, 9, 14, 15
4	4	1	of	6	6	1	Human 2	5, 6, 8, 10
4	4	1	you	3	7	1	Human 1	2, 3, 4, 8
3	3	1	but	12	6	2	Human 2	7, 11, 12
2	2	1	and	14	12	1	Human 2	3, 14
2	2	1	climbing	15	2	1	Human 1	14, 15
2	2	1	day	4	4	1	Human 2	1, 4
2	2	1	it's	7	6	1	Human 1	2, 7
2	2	1	not	12	4	1	Human 2	9, 12
2	2	1	researcher	11	4	1	Human 1	8, 11
2	2	1	that	13	2	1	Human 1	12, 13
2	2	1	very	13	4	1	Human 1	10, 13
2	2	1	what	7	4	1	Human 1	4, 7
2	2	1	when	13	2	1	Human 1	12, 13
2	2	1	your	6	6	1	Human 2	1, 6

