Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	you attend these often	13	2	1	Human 1	12, 13
4	4	3	good japanese food	9	6	1	Human 1	8, 9, 11, 13
2	2	3	are you ?	5	4	1	Human 1	2, 5
2	2	3	the leg work	11	2	1	Human 1	10, 11
4	4	2	this time	7	8	1	Human 1	6, 7, 11, 13
3	3	2	don't recall	11	4	1	Human 1	10, 11, 13
3	1	2	leg work	13	4	1	Human 1	10, 11, 13
3	3	2	some conference	9	4	1	Human 1	8, 9, 11
3	3	2	thanksgiving holidays	3	4	1	Human 1	2, 3, 5
2	2	2	all the	13	4	1	Human 1	10, 13
2	2	2	did all	11	2	1	Human 1	10, 11
2	2	2	it has	9	2	1	Human 1	8, 9
2	2	2	know any	11	2	1	Human 1	10, 11
2	2	2	place called	9	2	1	Human 1	8, 9
2	2	2	you know	13	4	1	Human 1	10, 13
8	3	1	you	5	12	2	Human 1	2, 4, 5, 7, 10, 11, 12, 13
7	7	1	for	5	12	1	Human 1	2, 5, 6, 7, 8, 11, 13
7	3	1	good	3	12	1	Human 1	2, 3, 7, 8, 9, 11, 13
6	3	1	this	7	8	1	Human 1	6, 7, 8, 9, 11, 13
5	3	1	place	9	8	2	Human 1	6, 8, 9, 11, 13
5	3	1	the	9	6	1	Human 1	8, 9, 10, 11, 13
5	1	1	time	6	11	1	Human 2	3, 6, 7, 11, 13
4	2	1	are	3	6	1	Human 1	2, 3, 5, 7
4	2	1	conference	9	6	1	Human 1	8, 9, 11, 13
4	2	1	has	11	6	1	Human 1	8, 9, 11, 13
4	4	1	people	11	6	2	Human 1	8, 10, 11, 13
4	4	1	really	7	4	1	Human 1	6, 7, 8, 9
4	2	1	some	9	6	1	Human 1	8, 9, 11, 13
4	4	1	that	9	6	1	Human 1	8, 9, 11, 13
4	4	1	year	7	8	1	Human 1	6, 7, 11, 13
3	3	1	a	6	7	1	Human 2	3, 6, 9
3	3	1	and	10	9	1	Human 2	3, 10, 11
3	3	1	friend	11	4	1	Human 1	10, 11, 13
3	3	1	hosting	11	4	1	Human 1	10, 11, 13
3	3	1	it's	7	3	1	Human 1	6, 7, 8
3	3	1	they	9	6	1	Human 1	8, 9, 13
2	2	1	area	11	2	1	Human 1	10, 11
2	2	1	beautiful	9	4	1	Human 1	6, 9
2	2	1	cold	7	2	1	Human 1	6, 7
2	2	1	cool	9	2	1	Human 1	8, 9
2	2	1	day	9	2	1	Human 1	8, 9
2	2	1	have	9	6	1	Human 1	4, 9
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	kingyo	9	2	1	Human 1	8, 9
2	2	1	on	8	6	1	Human 2	3, 8
2	2	1	plans	5	2	1	Human 1	4, 5
2	2	1	saying	9	2	1	Human 1	8, 9
2	2	1	to	3	2	1	Human 1	2, 3
2	2	1	you're	9	2	1	Human 1	8, 9

