Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i don't have personal experiences	7	Human 2	3, 9
2	5	that revolve around innovation and	3	Human 2	11, 13
2	4	i'm phi , an	7	Human 2	3, 9
4	3	i'm phi ,	9	Human 2	3, 7, 9, 11
3	3	i don't have	7	Human 2	3, 7, 9
2	3	but i can	3	Human 2	7, 9
4	2	i don't	7	Human 2	3, 5, 7, 9
3	2	, but	9	Human 2	3, 9, 11
2	2	. i	3	Human 2	3, 5
2	2	concepts from	3	Human 2	11, 13
2	2	read books	3	Human 2	5, 7
2	2	zero to	3	Human 2	9, 11
5	1	i'm	9	Human 2	3, 5, 7, 9, 11
5	1	to	9	Human 2	5, 7, 9, 11, 13
4	1	the	9	Human 2	5, 7, 11, 13
3	1	and	7	Human 2	7, 11, 13
3	1	books	5	Human 2	5, 7, 9
3	1	you	9	Human 2	1, 7, 9
2	1	are	13	Human 2	1, 13
2	1	contrarian	3	Human 2	11, 13
2	1	here	11	Human 2	3, 13
2	1	like	5	Human 2	5, 9
2	1	or	5	Human 2	3, 7

