Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	i don't have a home or friends	3	Human 2	9, 11
2	3	, but your	5	Human 2	9, 13
2	3	, i'm here	7	Human 2	5, 11
2	3	. however ,	5	Human 2	11, 15
2	3	i'm phi ,	3	Human 2	13, 15
3	2	i don't	7	Human 2	5, 9, 11
2	2	have no	3	Human 2	13, 15
7	1	and	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	your	15	Human 2	1, 7, 9, 11, 13, 15
5	1	a	11	Human 2	3, 7, 9, 11, 13
4	1	i	9	Human 2	5, 9, 11, 13
4	1	i'm	11	Human 2	5, 11, 13, 15
4	1	or	7	Human 2	9, 11, 13, 15
3	1	friends	9	Human 2	3, 9, 11
3	1	home	5	Human 2	9, 11, 13
3	1	humor	9	Human 2	7, 9, 15
3	1	of	9	Human 2	7, 9, 15
3	1	with	5	Human 2	3, 5, 7
2	1	good	5	Human 2	3, 7
2	1	just	5	Human 2	7, 11
2	1	personality	3	Human 2	13, 15
2	1	sense	7	Human 2	9, 15
2	1	to	3	Human 2	3, 5

