Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, including technologies	5	Human 2	11, 15
2	3	imaging , is	7	Human 2	9, 15
2	3	science , including	3	Human 2	13, 15
4	2	brain activity	7	Human 2	9, 11, 13, 15
3	2	, is	7	Human 2	9, 13, 15
2	2	, but	11	Human 2	3, 13
2	2	fmri ,	5	Human 2	9, 13
6	1	the	13	Human 2	1, 3, 5, 7, 11, 13
5	1	fmri	9	Human 2	7, 9, 11, 13, 15
4	1	a	9	Human 2	5, 9, 11, 13
4	1	is	11	Human 2	5, 9, 13, 15
3	1	and	7	Human 2	5, 7, 11
3	1	for	9	Human 2	7, 13, 15
3	1	i	15	Human 2	1, 3, 15
3	1	science	5	Human 2	11, 13, 15
3	1	that	5	Human 2	7, 9, 11
2	1	i'm	3	Human 2	3, 5
2	1	in	7	Human 2	5, 11
2	1	like	9	Human 2	3, 11
2	1	not	7	Human 2	7, 13
2	1	of	9	Human 2	5, 13
2	1	to	5	Human 2	1, 5

