Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	. i got a	3	Human 2	5, 7
3	2	. i	5	Human 2	5, 7, 9
2	2	a good	9	Human 2	5, 13
2	2	not too	11	Human 2	7, 17
2	2	your day	3	Human 2	1, 3
6	1	a	15	Human 2	3, 5, 7, 13, 15, 17
6	1	i	11	Human 2	5, 7, 9, 11, 13, 15
3	1	good	11	Human 2	5, 13, 15
3	1	is	13	Human 2	3, 5, 15
3	1	it	13	Human 2	3, 13, 15
3	1	long	5	Human 2	13, 15, 17
3	1	not	11	Human 2	7, 9, 17
3	1	work	5	Human 2	5, 7, 9
2	1	but	5	Human 2	11, 15
2	1	do	3	Human 2	7, 9
2	1	have	3	Human 2	13, 15
2	1	how	13	Human 2	3, 15
2	1	i'll	3	Human 2	9, 11
2	1	i've	7	Human 2	3, 9
2	1	just	7	Human 2	3, 9
2	1	much	5	Human 2	7, 11
2	1	of	3	Human 2	5, 7
2	1	running	3	Human 2	11, 13
2	1	so	13	Human 2	5, 17
2	1	some	3	Human 2	9, 11
2	1	started	5	Human 2	9, 13
2	1	that	5	Human 2	11, 15
2	1	the	9	Human 2	5, 13
2	1	to	7	Human 2	7, 13
2	1	well	11	Human 2	5, 15
2	1	you	9	Human 2	5, 13

