Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	, but i	9	Human 2	5, 7, 13
2	3	. i have	3	Human 2	11, 13
2	3	i have a	5	Human 2	9, 13
2	3	phi , not	3	Human 2	3, 5
4	2	i have	7	Human 2	7, 9, 11, 13
2	2	, i	5	Human 2	3, 7
2	2	i can	3	Human 2	13, 15
2	2	of information	3	Human 2	5, 7
7	1	a	15	Human 2	1, 3, 5, 9, 11, 13, 15
7	1	i	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	have	11	Human 2	3, 5, 7, 9, 11, 13
6	1	that	11	Human 2	5, 7, 9, 11, 13, 15
5	1	you	13	Human 2	1, 7, 9, 11, 13
4	1	of	7	Human 2	5, 7, 9, 11
4	1	the	9	Human 2	7, 9, 11, 15
4	1	to	9	Human 2	1, 5, 7, 9
3	1	i'm	9	Human 2	5, 11, 13
3	1	not	11	Human 2	3, 5, 13
2	1	all	3	Human 2	9, 11
2	1	and	9	Human 2	7, 15
2	1	chef	3	Human 2	1, 3
2	1	dance	3	Human 2	13, 15
2	1	feel	9	Human 2	7, 15
2	1	like	9	Human 2	7, 15
2	1	make	9	Human 2	7, 15
2	1	or	11	Human 2	3, 13

