Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	8	great ! what are you looking forward to	7	6	1	Human 1	2, 7
3	1	7	! what are you looking forward to	5	6	1	Human 1	2, 5, 7
4	1	6	what are you looking forward to	3	6	1	Human 1	2, 3, 5, 7
2	2	3	run more frequently	13	2	1	Human 1	12, 13
6	2	2	what are	9	12	1	Human 1	2, 3, 5, 7, 9, 13
5	1	2	are you	2	7	1	Human 2	1, 2, 3, 5, 7
3	1	2	great !	3	6	1	Human 1	2, 3, 7
2	2	2	noodle soups	7	2	1	Human 1	6, 7
2	2	2	yay !	5	2	1	Human 1	4, 5
10	6	1	you	3	13	1	Human 2	1, 2, 3, 5, 7, 9, 10, 11, 12, 13
8	2	1	what	10	12	1	Human 1	2, 3, 5, 7, 9, 10, 11, 13
7	1	1	are	7	13	1	Human 2	1, 2, 3, 5, 7, 9, 13
6	2	1	to	10	10	1	Human 1	2, 3, 5, 7, 10, 11
4	4	1	some	9	6	1	Human 1	8, 9, 11, 13
4	4	1	stuffing	9	6	1	Human 1	8, 9, 11, 13
4	4	1	thanksgiving	7	6	1	Human 1	6, 7, 9, 11
4	4	1	the	9	7	1	Human 1	8, 9, 11, 14
3	3	1	can	12	11	1	Human 2	3, 12, 13
3	3	1	doing	3	6	1	Human 1	2, 3, 7
3	3	1	i	6	9	1	Human 2	3, 6, 11
3	3	1	that	8	11	1	Human 2	3, 8, 13
3	1	1	yay	14	11	1	Human 1	4, 5, 14
2	2	1	and	11	8	1	Human 1	4, 11
2	2	1	buy	11	2	1	Human 1	10, 11
2	2	1	cool	13	2	1	Human 1	12, 13
2	2	1	on	8	2	1	Human 2	7, 8
2	2	1	shopping	5	2	1	Human 1	4, 5
2	2	1	very	9	2	1	Human 1	8, 9
2	2	1	with	14	12	1	Human 2	3, 14

