Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	your favorite song ?	3	Human 2	7, 9
2	3	? haha ,	5	Human 2	3, 7
2	3	a lot of	11	Human 2	5, 15
2	3	haha , you're	3	Human 2	7, 9
2	2	, but	11	Human 2	5, 15
2	2	is a	3	Human 2	11, 13
2	2	like a	13	Human 2	5, 17
2	2	mellow style	3	Human 2	13, 15
2	2	talking to	3	Human 2	1, 3
2	2	what about	5	Human 2	7, 11
6	1	to	17	Human 2	1, 3, 5, 11, 13, 17
5	1	a	13	Human 2	5, 11, 13, 15, 17
4	1	are	15	Human 2	3, 7, 15, 17
3	1	song	5	Human 2	7, 9, 11
3	1	you	15	Human 2	3, 11, 17
2	1	great	5	Human 2	7, 11
2	1	groups	3	Human 2	5, 7
2	1	has	3	Human 2	15, 17
2	1	i	5	Human 2	1, 5
2	1	is	3	Human 2	11, 13
2	1	john	5	Human 2	11, 15
2	1	me	15	Human 2	3, 17
2	1	mellow	3	Human 2	13, 15
2	1	not	11	Human 2	7, 17
2	1	of	11	Human 2	5, 15
2	1	robot	17	Human 2	1, 17
2	1	the	11	Human 2	1, 11
2	1	with	5	Human 2	13, 17

