Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	a food person	11	4	2	Human 1	8, 10, 11
2	2	3	any plans ?	9	6	1	Human 1	4, 9
3	3	2	i think	10	5	1	Human 2	7, 10, 11
3	3	2	my favorite	12	3	1	Human 2	11, 12, 13
2	2	2	! i	11	6	1	Human 1	6, 11
7	3	1	i	6	9	1	Human 2	5, 6, 7, 9, 10, 11, 13
5	4	1	a	8	7	1	Human 2	5, 8, 9, 10, 11
5	2	1	food	9	6	1	Human 1	8, 9, 10, 11, 13
4	1	1	my	12	11	2	Human 2	3, 11, 12, 13
3	1	1	any	10	7	1	Human 1	4, 9, 10
3	3	1	i'm	11	4	1	Human 1	10, 11, 13
3	3	1	is	12	5	1	Human 2	9, 12, 13
3	3	1	new	3	4	1	Human 1	2, 3, 5
3	1	1	person	11	4	2	Human 1	8, 10, 11
3	1	1	plans	5	6	1	Human 1	4, 5, 9
2	2	1	anything	9	8	1	Human 1	2, 9
2	2	1	are	8	2	1	Human 2	7, 8
2	2	1	fish	13	2	1	Human 1	12, 13
2	2	1	hey	2	2	1	Human 2	1, 2
2	2	1	you	9	2	1	Human 1	8, 9

