Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	a week	11	Human 2	3, 13
2	2	can practice	3	Human 2	13, 15
2	2	the next	3	Human 2	11, 13
5	1	you	9	Human 2	7, 9, 11, 13, 15
4	1	a	13	Human 2	3, 5, 13, 15
3	1	i	13	Human 2	3, 5, 15
3	1	race	7	Human 2	5, 9, 11
3	1	the	9	Human 2	5, 11, 13
3	1	time	7	Human 2	5, 7, 11
3	1	week	11	Human 2	3, 5, 13
2	1	and	7	Human 2	7, 13
2	1	are	5	Human 2	7, 11
2	1	do	3	Human 2	5, 7
2	1	for	3	Human 2	11, 13
2	1	next	3	Human 2	11, 13
2	1	obstacle	5	Human 2	9, 13
2	1	to	9	Human 2	5, 13
2	1	what	3	Human 2	7, 9

