Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	i'm good right now . i'm	3	Human 2	7, 9
2	5	to go visit family .	3	Human 2	7, 9
3	3	i'm going to	9	Human 2	3, 9, 11
2	3	about to go	3	Human 2	7, 9
3	2	go visit	7	Human 2	7, 9, 13
3	2	i'm good	5	Human 2	5, 7, 9
3	2	now .	5	Human 2	5, 7, 9
3	2	right now	7	Human 2	7, 9, 13
2	2	new york	3	Human 2	9, 11
6	1	i'm	11	Human 2	3, 5, 7, 9, 11, 13
4	1	to	9	Human 2	3, 7, 9, 11
4	1	visit	7	Human 2	7, 9, 11, 13
2	1	in	3	Human 2	9, 11
2	1	india	3	Human 2	11, 13

