Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	19	i'm 75% confident that skydiving is safe for first-time jumpers . have you tried any water sports ? <|	3	Human 2	11, 13
3	9	i'm 75% confident that skydiving is safe for first-time	5	Human 2	9, 11, 13
3	4	have you tried any	5	Human 2	9, 11, 13
3	3	. have you	7	Human 2	7, 11, 13
4	2	skydiving is	9	Human 2	5, 9, 11, 13
3	2	sports ?	5	Human 2	9, 11, 13
2	2	are you	3	Human 2	1, 3
7	1	you	13	Human 2	1, 3, 5, 7, 9, 11, 13
5	1	for	11	Human 2	3, 7, 9, 11, 13
5	1	skydiving	9	Human 2	5, 7, 9, 11, 13
4	1	i'm	7	Human 2	7, 9, 11, 13
4	1	is	9	Human 2	5, 9, 11, 13
2	1	a	3	Human 2	5, 7

