Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i've heard about it	3	Human 2	9, 11
3	2	heard about	5	Human 2	7, 9, 11
2	2	! it's	3	Human 2	7, 9
2	2	, and	5	Human 2	11, 15
2	2	about the	3	Human 2	7, 9
2	2	from the	7	Human 2	3, 9
2	2	the aliens	3	Human 2	9, 11
2	2	the book	3	Human 2	7, 9
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	and	13	Human 2	3, 5, 7, 9, 11, 15
6	1	i	13	Human 2	3, 5, 7, 11, 13, 15
5	1	about	11	Human 2	5, 7, 9, 11, 15
4	1	book	11	Human 2	5, 7, 9, 15
4	1	it's	7	Human 2	3, 5, 7, 9
3	1	aliens	5	Human 2	7, 9, 11
3	1	is	15	Human 2	1, 11, 15
3	1	it	7	Human 2	9, 11, 15
2	1	a	7	Human 2	5, 11
2	1	good	13	Human 2	3, 15
2	1	i'm	3	Human 2	3, 5
2	1	right	5	Human 2	5, 9
2	1	to	3	Human 2	3, 5
2	1	type	7	Human 2	9, 15

