Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	, for	7	Human 2	3, 9
2	2	for the	5	Human 2	5, 9
2	2	happy with	5	Human 2	9, 13
2	2	with the	7	Human 2	7, 13
2	2	you have	9	Human 2	9, 17
6	1	for	17	Human 2	1, 3, 5, 7, 9, 17
5	1	the	13	Human 2	1, 5, 7, 9, 13
5	1	with	13	Human 2	5, 7, 9, 13, 17
3	1	and	13	Human 2	5, 7, 17
3	1	i	7	Human 2	3, 7, 9
3	1	you	11	Human 2	7, 9, 17
2	1	been	3	Human 2	3, 5
2	1	but	3	Human 2	7, 9
2	1	day	3	Human 2	1, 3
2	1	going	7	Human 2	1, 7
2	1	happy	5	Human 2	9, 13
2	1	holidays	3	Human 2	7, 9
2	1	one	13	Human 2	5, 17
2	1	tree	3	Human 2	15, 17
2	1	your	5	Human 2	3, 7

