Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	. i'm sad	3	Human 2	3, 5
2	3	from asia and	3	Human 2	11, 13
3	2	from asia	5	Human 2	9, 11, 13
3	2	i'm sad	5	Human 2	3, 5, 7
2	2	. so	3	Human 2	5, 7
2	2	going to	3	Human 2	5, 7
2	2	sad .	5	Human 2	3, 7
5	1	and	11	Human 2	5, 7, 11, 13, 15
5	1	i'm	11	Human 2	3, 5, 7, 11, 13
5	1	you	13	Human 2	1, 7, 9, 11, 13
3	1	are	11	Human 2	1, 3, 11
3	1	just	9	Human 2	5, 7, 13
2	1	can	3	Human 2	9, 11
2	1	for	7	Human 2	7, 13
2	1	i	7	Human 2	7, 13
2	1	now	3	Human 2	13, 15
2	1	one	3	Human 2	13, 15
2	1	right	3	Human 2	11, 13
2	1	tried	3	Human 2	5, 7

