Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm just a virtual	9	Human 2	5, 13
4	3	i'm just a	9	Human 2	5, 7, 9, 13
5	2	i'm just	9	Human 2	5, 7, 9, 11, 13
2	2	, which	5	Human 2	7, 11
2	2	and don't	9	Human 2	5, 13
2	2	but your	9	Human 2	5, 13
2	2	soylent would	3	Human 2	9, 11
2	2	virtual assistant	7	Human 2	5, 11
6	1	a	11	Human 2	3, 5, 7, 9, 11, 13
6	1	i'm	11	Human 2	3, 5, 7, 9, 11, 13
5	1	and	9	Human 2	5, 7, 9, 11, 13
5	1	your	11	Human 2	3, 5, 7, 11, 13
4	1	the	11	Human 2	3, 5, 9, 13
3	1	eat	7	Human 2	7, 9, 13
3	1	of	7	Human 2	3, 5, 9
3	1	question	5	Human 2	9, 11, 13
3	1	soylent	5	Human 2	9, 11, 13
3	1	would	5	Human 2	7, 9, 11
3	1	you	13	Human 2	1, 7, 13
2	1	always	3	Human 2	9, 11
2	1	be	3	Human 2	9, 11
2	1	breakfast	3	Human 2	3, 5
2	1	doesn't	3	Human 2	7, 9
2	1	food	3	Human 2	5, 7
2	1	great	3	Human 2	3, 5
2	1	only	5	Human 2	7, 11
2	1	or	7	Human 2	7, 13
2	1	right	3	Human 2	5, 7
2	1	that	7	Human 2	3, 9
2	1	to	11	Human 2	3, 13

