Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	. i	11	Human 2	3, 13
2	2	but you	5	Human 2	9, 13
2	2	did you	3	Human 2	9, 11
2	2	great .	9	Human 2	3, 11
2	2	i am	3	Human 2	3, 5
2	2	i did	3	Human 2	13, 15
2	2	know that	5	Human 2	9, 13
2	2	no but	3	Human 2	7, 9
2	2	that i	11	Human 2	5, 15
2	2	the french	3	Human 2	11, 13
6	1	i	13	Human 2	3, 5, 7, 11, 13, 15
6	1	that	11	Human 2	5, 7, 9, 11, 13, 15
5	1	but	11	Human 2	5, 7, 9, 13, 15
5	1	you	13	Human 2	1, 3, 9, 11, 13
4	1	and	7	Human 2	5, 7, 9, 11
4	1	know	7	Human 2	7, 9, 11, 13
3	1	are	9	Human 2	3, 9, 11
3	1	french	5	Human 2	9, 11, 13
3	1	of	5	Human 2	11, 13, 15
3	1	the	5	Human 2	11, 13, 15
3	1	to	9	Human 2	7, 11, 15
2	1	always	5	Human 2	11, 15
2	1	been	11	Human 2	1, 11
2	1	how	3	Human 2	1, 3
2	1	in	5	Human 2	9, 13
2	1	was	7	Human 2	7, 13

