Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	add the event to my calendar	3	Human 2	9, 11
2	4	great ! i will	5	Human 2	7, 11
3	3	great ! i	7	Human 2	7, 11, 13
2	3	. however ,	3	Human 2	3, 5
2	3	thank you for	5	Human 2	5, 9
4	2	great !	7	Human 2	7, 9, 11, 13
3	2	i can	13	Human 2	3, 13, 15
3	2	i will	5	Human 2	7, 9, 11
3	2	the event	5	Human 2	9, 11, 13
2	2	be a	11	Human 2	5, 15
2	2	me know	5	Human 2	7, 11
2	2	of the	7	Human 2	7, 13
2	2	volunteer for	7	Human 2	3, 9
6	1	i	13	Human 2	3, 7, 9, 11, 13, 15
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
6	1	to	13	Human 2	3, 5, 9, 11, 13, 15
5	1	for	13	Human 2	3, 5, 9, 11, 15
5	1	great	9	Human 2	5, 7, 9, 11, 13
4	1	and	9	Human 2	5, 7, 9, 13
4	1	can	13	Human 2	3, 5, 13, 15
4	1	you	11	Human 2	5, 7, 9, 15
3	1	a	11	Human 2	5, 9, 15
3	1	be	11	Human 2	5, 13, 15
3	1	me	9	Human 2	7, 11, 15
3	1	of	7	Human 2	7, 9, 13
3	1	that	7	Human 2	9, 13, 15
3	1	volunteer	7	Human 2	3, 7, 9
2	1	events	5	Human 2	3, 7
2	1	have	5	Human 2	3, 7
2	1	i'm	3	Human 2	3, 5
2	1	if	9	Human 2	7, 15
2	1	it	7	Human 2	9, 15
2	1	make	7	Human 2	9, 15
2	1	or	5	Human 2	3, 7

