Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	can be scary	5	Human 2	11, 15
3	2	can be	11	Human 2	5, 11, 15
3	2	it was	9	Human 2	5, 7, 13
3	2	the movie	7	Human 2	7, 11, 13
2	2	and good	3	Human 2	11, 13
2	2	movie was	3	Human 2	9, 11
2	2	out .	13	Human 2	3, 15
2	2	the darkness	3	Human 2	7, 9
2	2	the same	3	Human 2	9, 11
7	1	and	13	Human 2	3, 5, 7, 9, 11, 13, 15
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	can	11	Human 2	5, 9, 11, 13, 15
5	1	it	13	Human 2	1, 5, 7, 11, 13
5	1	was	9	Human 2	5, 7, 9, 11, 13
4	1	but	11	Human 2	5, 11, 13, 15
4	1	good	11	Human 2	3, 5, 11, 13
3	1	a	7	Human 2	5, 7, 11
3	1	i	11	Human 2	5, 13, 15
3	1	scary	11	Human 2	5, 11, 15
3	1	that	5	Human 2	9, 11, 13
3	1	very	5	Human 2	9, 11, 13
3	1	yes	5	Human 2	9, 11, 13
2	1	about	5	Human 2	3, 7
2	1	all	3	Human 2	9, 11
2	1	dark	5	Human 2	11, 15
2	1	day	3	Human 2	3, 5
2	1	exercise	7	Human 2	5, 11
2	1	going	15	Human 2	1, 15
2	1	great	5	Human 2	5, 9
2	1	it's	11	Human 2	5, 15
2	1	like	3	Human 2	13, 15
2	1	nice	7	Human 2	7, 13
2	1	not	3	Human 2	11, 13
2	1	see	3	Human 2	13, 15
2	1	when	3	Human 2	13, 15
2	1	you	3	Human 2	13, 15

