Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	9	i'm glad you had a good lunch ! 😊	5	Human 2	7, 9, 11
4	2	had a	7	Human 2	5, 7, 9, 11
2	2	and the	9	Human 2	5, 13
2	2	may i	5	Human 2	3, 7
5	1	a	9	Human 2	3, 5, 7, 9, 11
5	1	you	11	Human 2	3, 7, 9, 11, 13
4	1	i	7	Human 2	3, 5, 7, 9
4	1	lunch	7	Human 2	5, 7, 9, 11
3	1	have	9	Human 2	5, 11, 13
3	1	the	9	Human 2	5, 9, 13
2	1	and	9	Human 2	5, 13
2	1	food	9	Human 2	5, 13
2	1	they	7	Human 2	5, 11
2	1	though	3	Human 2	9, 11
2	1	tried	3	Human 2	11, 13
2	1	would	9	Human 2	5, 13

