Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	parts of the world	13	Human 2	3, 15
2	3	met people from	7	Human 2	9, 15
2	3	think it was	7	Human 2	7, 13
3	2	it was	7	Human 2	7, 9, 13
3	2	people from	7	Human 2	9, 11, 15
2	2	, where	5	Human 2	3, 7
2	2	of people	3	Human 2	3, 5
2	2	was really	3	Human 2	9, 11
2	2	with them	3	Human 2	11, 13
5	1	people	13	Human 2	3, 5, 9, 11, 15
5	1	you	11	Human 2	5, 7, 11, 13, 15
4	1	and	11	Human 2	3, 9, 11, 13
4	1	different	9	Human 2	3, 5, 9, 11
4	1	of	13	Human 2	3, 5, 9, 15
4	1	the	13	Human 2	3, 11, 13, 15
4	1	was	7	Human 2	7, 9, 11, 13
3	1	a	5	Human 2	3, 5, 7
3	1	i	11	Human 2	3, 9, 13
3	1	one	5	Human 2	3, 5, 7
3	1	really	5	Human 2	9, 11, 13
3	1	them	5	Human 2	11, 13, 15
3	1	where	5	Human 2	3, 5, 7
2	1	but	3	Human 2	13, 15
2	1	interactions	3	Human 2	11, 13
2	1	interesting	3	Human 2	13, 15
2	1	is	7	Human 2	1, 7
2	1	meet	3	Human 2	3, 5
2	1	to	3	Human 2	3, 5

