Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	going to	13	8	2	Human 1	10, 12, 13, 15, 17
3	3	2	i have	9	8	1	Human 1	6, 9, 13
2	2	2	have a	11	6	1	Human 1	6, 11
2	2	2	it was	17	10	1	Human 1	8, 17
2	2	2	not much	3	2	1	Human 1	2, 3
2	2	2	that's a	13	4	1	Human 1	10, 13
10	7	1	i	6	15	2	Human 2	3, 5, 6, 7, 8, 9, 11, 13, 15, 17
8	6	1	a	7	12	1	Human 1	6, 7, 10, 11, 12, 13, 16, 17
7	3	1	to	10	11	1	Human 2	7, 10, 12, 13, 15, 16, 17
7	7	1	you	10	13	2	Human 2	5, 7, 10, 11, 13, 16, 17
5	5	1	and	10	11	1	Human 2	7, 10, 13, 15, 17
5	1	1	have	7	8	1	Human 1	6, 7, 9, 11, 13
3	2	1	it	8	11	1	Human 2	7, 8, 17
3	3	1	it's	13	11	1	Human 1	6, 13, 16
3	3	1	relaxing	16	11	1	Human 2	7, 16, 17
3	1	1	that's	15	6	1	Human 1	10, 13, 15
2	2	1	first	12	10	1	Human 2	3, 12
2	2	1	kind	14	4	1	Human 2	11, 14
2	2	1	no	12	4	1	Human 2	9, 12
2	2	1	should	17	2	1	Human 1	16, 17
2	2	1	think	17	10	1	Human 1	8, 17
2	2	1	years	13	8	1	Human 1	6, 13
2	2	1	ziplining	5	2	1	Human 1	4, 5

