Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	looking forward to	5	4	1	Human 1	2, 5
3	3	2	good stuffing	11	6	1	Human 1	8, 11, 13
2	2	2	. i	6	2	1	Human 2	5, 6
2	2	2	are you	2	2	1	Human 2	1, 2
2	2	2	great !	3	2	1	Human 1	2, 3
7	7	1	the	8	12	2	Human 2	3, 5, 8, 9, 11, 13, 14
6	5	1	i	6	11	2	Human 2	3, 5, 6, 9, 11, 13
5	3	1	you	9	12	1	Human 2	1, 2, 9, 10, 12
4	4	1	and	5	8	1	Human 1	4, 5, 7, 11
4	2	1	stuffing	9	6	1	Human 1	8, 9, 11, 13
4	4	1	that	9	6	1	Human 1	8, 9, 11, 13
4	3	1	to	3	9	1	Human 1	2, 3, 5, 10
3	1	1	are	7	7	1	Human 2	1, 2, 7
3	1	1	great	7	6	1	Human 1	2, 3, 7
3	3	1	haha	7	4	1	Human 1	6, 7, 9
3	3	1	in	6	12	1	Human 2	3, 6, 14
3	3	1	so	12	9	1	Human 2	5, 12, 13
3	3	1	some	8	7	1	Human 2	5, 8, 11
3	3	1	soups	7	6	1	Human 1	6, 7, 11
3	3	1	thanksgiving	9	6	1	Human 1	6, 9, 11
3	3	1	yea	7	5	1	Human 1	6, 7, 10
2	2	1	doing	5	4	1	Human 1	2, 5
2	2	1	eat	9	4	1	Human 1	6, 9
2	2	1	it	13	6	1	Human 1	8, 13
2	2	1	make	13	6	1	Human 1	8, 13
2	2	1	more	13	2	1	Human 1	12, 13
2	2	1	on	11	4	1	Human 1	8, 11
2	2	1	plan	11	2	1	Human 1	10, 11
2	2	1	run	13	2	1	Human 1	12, 13
2	2	1	shopping	5	2	1	Human 1	4, 5
2	2	1	with	14	12	1	Human 2	3, 14

