Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	did you have any	13	2	1	Human 1	12, 13
3	3	3	a lot of	15	4	2	Human 1	12, 14, 15
3	1	2	did you	13	6	2	Human 1	8, 12, 13
3	1	2	you have	15	4	1	Human 1	12, 13, 15
2	2	2	with chicken	11	2	1	Human 1	10, 11
9	7	1	you	4	13	1	Human 2	3, 4, 7, 8, 9, 11, 12, 13, 15
7	5	1	a	12	11	3	Human 2	5, 7, 9, 12, 13, 14, 15
7	7	1	or	4	11	1	Human 2	3, 4, 5, 7, 8, 9, 13
6	3	1	have	12	13	2	Human 2	3, 5, 12, 13, 14, 15
5	3	1	did	9	8	1	Human 1	8, 9, 12, 13, 15
5	5	1	i	10	8	4	Human 2	3, 5, 7, 9, 10
4	4	1	how	3	10	1	Human 1	2, 3, 7, 11
4	3	1	with	10	11	1	Human 2	5, 10, 11, 15
3	1	1	any	12	9	1	Human 2	5, 12, 13
3	3	1	are	11	6	1	Human 1	10, 11, 15
3	3	1	fun	15	4	2	Human 1	12, 14, 15
3	3	1	haha	9	6	2	Human 1	4, 6, 9
3	3	1	like	7	10	1	Human 1	4, 7, 13
3	3	1	so	9	5	1	Human 1	6, 9, 10
3	3	1	the	15	6	2	Human 1	10, 14, 15
3	3	1	to	10	8	1	Human 2	7, 10, 14
3	3	1	turkey	13	10	2	Human 1	4, 10, 13
2	2	1	and	15	2	1	Human 1	14, 15
2	2	1	balls	15	2	1	Human 1	14, 15
2	2	1	bucket	15	2	1	Human 1	14, 15
2	2	1	cook	9	2	1	Human 1	8, 9
2	2	1	from	15	8	1	Human 1	8, 15
2	2	1	funny	13	8	1	Human 1	6, 13
2	2	1	games	13	2	1	Human 1	12, 13
2	2	1	got	9	2	1	Human 1	8, 9
2	2	1	is	14	8	1	Human 2	7, 14
2	2	1	my	10	6	1	Human 2	5, 10
2	2	1	pads	15	2	1	Human 1	14, 15
2	2	1	paper	15	2	1	Human 1	14, 15
2	2	1	players	15	2	1	Human 1	14, 15
2	2	1	rackets	15	2	1	Human 1	14, 15
2	2	1	take	15	2	1	Human 1	14, 15
2	2	1	that	15	2	1	Human 1	14, 15
2	2	1	writing	15	2	1	Human 1	14, 15

