Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	you can take	3	Human 2	13, 15
2	2	if you	7	Human 2	5, 11
2	2	want to	13	Human 2	3, 15
6	1	you	15	Human 2	1, 3, 5, 11, 13, 15
4	1	that	7	Human 2	7, 9, 11, 13
4	1	the	11	Human 2	3, 5, 11, 13
4	1	to	13	Human 2	3, 5, 13, 15
3	1	and	11	Human 2	3, 5, 13
3	1	for	9	Human 2	5, 11, 13
3	1	would	7	Human 2	3, 5, 9
2	1	a	5	Human 2	3, 7
2	1	about	5	Human 2	11, 15
2	1	fun	3	Human 2	5, 7
2	1	have	7	Human 2	5, 11
2	1	is	7	Human 2	7, 13
2	1	not	7	Human 2	5, 11
2	1	of	3	Human 2	3, 5
2	1	then	7	Human 2	5, 11
2	1	this	3	Human 2	13, 15
2	1	time	3	Human 2	13, 15
2	1	your	3	Human 2	13, 15

