Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	you don't have to be on	3	Human 2	9, 11
2	4	i'm going to get	3	Human 2	13, 15
2	2	. you	7	Human 2	11, 17
2	2	a zipline	5	Human 2	11, 15
2	2	fun ,	3	Human 2	5, 7
2	2	have not	5	Human 2	9, 13
2	2	i have	7	Human 2	3, 9
2	2	i was	5	Human 2	13, 17
2	2	kind of	3	Human 2	15, 17
2	2	not much	3	Human 2	3, 5
2	2	this weekend	3	Human 2	3, 5
2	2	though ,	7	Human 2	9, 15
6	1	to	13	Human 2	3, 5, 9, 11, 13, 15
6	1	you	11	Human 2	7, 9, 11, 13, 15, 17
5	1	have	11	Human 2	3, 7, 9, 11, 13
5	1	i	15	Human 2	3, 5, 9, 13, 17
4	1	a	9	Human 2	9, 11, 15, 17
4	1	and	7	Human 2	11, 13, 15, 17
4	1	it	13	Human 2	5, 9, 13, 17
4	1	of	13	Human 2	5, 13, 15, 17
3	1	going	5	Human 2	11, 13, 15
3	1	that's	5	Human 2	11, 13, 15
3	1	was	9	Human 2	9, 13, 17
3	1	ziplining	13	Human 2	5, 13, 17
2	1	before	7	Human 2	7, 13
2	1	experience	5	Human 2	9, 13
2	1	go	9	Human 2	3, 11
2	1	it's	3	Human 2	7, 9
2	1	just	3	Human 2	3, 5
2	1	massage	3	Human 2	13, 15
2	1	quite	5	Human 2	7, 11
2	1	think	3	Human 2	11, 13
2	1	try	13	Human 2	5, 17
2	1	up	7	Human 2	5, 11

