Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	help you understand the	7	Human 2	5, 11
3	2	help you	9	Human 2	3, 5, 11
2	2	cell biology	3	Human 2	7, 9
2	2	for the	7	Human 2	7, 13
2	2	weekend ,	5	Human 2	9, 13
5	1	the	9	Human 2	5, 7, 9, 11, 13
5	1	you	11	Human 2	3, 5, 9, 11, 13
3	1	can	7	Human 2	3, 5, 9
3	1	concepts	7	Human 2	3, 5, 9
3	1	for	11	Human 2	3, 7, 13
3	1	to	11	Human 2	3, 5, 13
2	1	are	9	Human 2	3, 11
2	1	certainly	9	Human 2	5, 13
2	1	i'm	3	Human 2	5, 7
2	1	like	3	Human 2	7, 9
2	1	not	7	Human 2	5, 11
2	1	this	3	Human 2	9, 11
2	1	up	3	Human 2	1, 3
2	1	with	7	Human 2	3, 9

