Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	i'm just an ai , i don't have	3	Human 2	3, 5
2	4	, but i can	3	Human 2	3, 5
3	2	the weather	11	Human 2	3, 9, 13
4	1	too	7	Human 2	7, 9, 11, 13
3	1	but	11	Human 2	3, 5, 13
3	1	can	7	Human 2	3, 5, 9
3	1	don't	11	Human 2	3, 5, 13
3	1	have	9	Human 2	3, 5, 11
3	1	i	7	Human 2	3, 5, 9
3	1	that	11	Human 2	3, 5, 13
3	1	that's	5	Human 2	7, 9, 11
3	1	weather	11	Human 2	3, 9, 13
2	1	interesting	3	Human 2	11, 13
2	1	much	3	Human 2	7, 9
2	1	rain	3	Human 2	5, 7
2	1	to	7	Human 2	3, 9
2	1	water	3	Human 2	11, 13
2	1	you	11	Human 2	3, 13

