Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	work on the	11	6	1	Human 1	6, 11
3	3	2	. like	11	6	1	Human 1	8, 11, 13
2	2	2	a comic	15	4	1	Human 1	12, 15
2	2	2	a lot	9	6	1	Human 1	4, 9
2	2	2	and work	9	4	1	Human 1	6, 9
2	2	2	but i	15	2	1	Human 1	14, 15
2	2	2	do that	7	2	1	Human 1	6, 7
2	2	2	even work	11	4	1	Human 1	8, 11
2	2	2	hi !	3	4	1	Human 1	0, 3
2	2	2	how did	13	10	1	Human 1	4, 13
2	2	2	it has	10	8	1	Human 2	3, 10
2	2	2	your morning	5	4	1	Human 1	2, 5
9	7	1	that	7	12	2	Human 1	4, 6, 7, 8, 9, 10, 11, 13, 15
8	8	1	you	4	13	1	Human 2	3, 4, 5, 6, 7, 11, 14, 15
7	5	1	i	10	13	2	Human 2	3, 7, 10, 11, 13, 14, 15
7	3	1	work	7	10	2	Human 1	4, 6, 7, 8, 9, 11, 13
6	3	1	a	7	12	1	Human 1	4, 7, 9, 10, 12, 15
6	4	1	how	3	12	1	Human 1	2, 3, 4, 5, 8, 13
6	6	1	i'm	5	12	1	Human 1	4, 5, 7, 12, 13, 15
6	5	1	the	7	8	1	Human 1	6, 7, 8, 10, 11, 13
5	3	1	and	7	6	1	Human 1	6, 7, 9, 10, 11
5	4	1	it	8	13	1	Human 2	3, 8, 10, 11, 15
4	4	1	been	3	8	1	Human 1	2, 3, 8, 9
4	4	1	day	5	4	1	Human 1	4, 5, 6, 7
4	2	1	did	11	10	2	Human 1	4, 10, 11, 13
4	3	1	like	8	7	1	Human 2	7, 8, 11, 13
3	3	1	for	4	5	1	Human 2	3, 4, 7
3	1	1	has	3	9	1	Human 1	2, 3, 10
3	3	1	i've	8	3	1	Human 2	7, 8, 9
3	3	1	is	11	8	2	Human 1	4, 8, 11
3	3	1	lol	11	4	1	Human 1	10, 11, 13
3	3	1	of	9	4	2	Human 1	6, 8, 9
3	1	1	on	9	6	1	Human 1	6, 9, 11
2	2	1	funny	15	2	1	Human 1	14, 15
2	2	1	going	5	2	1	Human 1	4, 5
2	2	1	have	4	2	1	Human 2	3, 4
2	2	1	interesting	11	6	1	Human 1	6, 11
2	2	1	it's	15	2	1	Human 1	14, 15
2	2	1	most	7	2	1	Human 1	6, 7
2	2	1	not	15	2	1	Human 1	14, 15
2	2	1	now	11	8	1	Human 1	4, 11
2	2	1	off	7	2	1	Human 1	6, 7
2	2	1	paper	11	2	1	Human 1	10, 11
2	2	1	time	9	6	1	Human 1	4, 9
2	2	1	to	14	8	1	Human 2	7, 14
2	2	1	was	13	4	1	Human 1	10, 13
2	2	1	week	6	4	1	Human 2	3, 6
2	2	1	what	11	6	1	Human 1	6, 11

