Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	take classes part time	7	Human 2	7, 13
2	3	going to class	3	Human 2	5, 7
3	2	day off	7	Human 2	3, 5, 9
3	2	part time	7	Human 2	7, 11, 13
2	2	! how	3	Human 2	1, 3
2	2	are you	7	Human 2	1, 7
2	2	because i'm	3	Human 2	9, 11
2	2	class ?	3	Human 2	7, 9
2	2	i love	3	Human 2	11, 13
2	2	i'm going	3	Human 2	3, 5
2	2	i'm great	5	Human 2	3, 7
5	1	i'm	9	Human 2	3, 5, 7, 9, 11
5	1	time	9	Human 2	5, 7, 9, 11, 13
5	1	you	13	Human 2	1, 3, 7, 9, 13
4	1	are	15	Human 2	1, 7, 13, 15
4	1	but	9	Human 2	7, 9, 11, 15
4	1	day	11	Human 2	3, 5, 9, 13
4	1	i	7	Human 2	7, 9, 11, 13
4	1	to	9	Human 2	5, 7, 9, 13
3	1	all	7	Human 2	9, 13, 15
3	1	and	11	Human 2	3, 11, 13
3	1	classes	7	Human 2	7, 11, 13
3	1	from	13	Human 2	3, 13, 15
3	1	like	5	Human 2	9, 11, 13
3	1	that	7	Human 2	9, 13, 15
3	1	the	7	Human 2	9, 11, 15
3	1	work	7	Human 2	3, 7, 9
3	1	working	7	Human 2	5, 7, 11
2	1	a	11	Human 2	3, 13
2	1	college	5	Human 2	7, 11
2	1	is	11	Human 2	5, 15
2	1	one	3	Human 2	11, 13
2	1	pottery	3	Human 2	9, 11
2	1	tea	3	Human 2	11, 13
2	1	teas	3	Human 2	13, 15
2	1	would	3	Human 2	13, 15

