Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	, you'd better check	13	4	1	Human 1	10, 13
2	2	4	nice to meet you	2	2	1	Human 2	1, 2
2	2	3	same here !	5	2	1	Human 1	4, 5
3	3	2	i'm james	3	4	1	Human 1	2, 3, 5
3	3	2	will be	5	3	1	Human 1	4, 5, 6
6	4	1	i'm	2	11	1	Human 2	1, 2, 3, 5, 7, 11
6	6	1	the	4	9	1	Human 2	3, 4, 5, 7, 9, 11
6	5	1	you	2	13	1	Human 2	1, 2, 9, 10, 12, 13
5	3	1	here	7	10	1	Human 1	4, 5, 7, 11, 13
5	2	1	will	7	6	1	Human 1	4, 5, 6, 7, 9
4	1	1	be	9	6	1	Human 1	4, 5, 6, 9
4	2	1	better	11	6	2	Human 1	8, 10, 11, 13
4	4	1	i	7	10	1	Human 1	4, 7, 9, 13
4	2	1	nice	4	14	1	Human 2	1, 2, 4, 14
4	2	1	to	8	14	1	Human 2	1, 2, 8, 14
3	1	1	check	11	4	1	Human 1	10, 11, 13
3	3	1	for	9	4	1	Human 1	8, 9, 11
3	3	1	hi	3	6	1	Human 1	0, 3, 5
3	3	1	i'd	11	7	1	Human 1	8, 11, 14
3	3	1	just	11	6	1	Human 1	8, 11, 13
3	3	1	live	13	4	2	Human 1	10, 12, 13
3	3	1	not	9	4	1	Human 1	8, 9, 11
3	3	1	then	9	4	1	Human 1	8, 9, 11
3	3	1	too	11	12	1	Human 1	2, 11, 13
3	3	1	where	13	4	2	Human 1	10, 12, 13
2	2	1	board	11	4	1	Human 1	8, 11
2	2	1	doing	9	8	1	Human 1	2, 9
2	2	1	how	11	10	1	Human 1	2, 11
2	2	1	playing	9	2	1	Human 1	8, 9
2	2	1	weather	7	4	1	Human 1	4, 7

