Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i really like	5	Human 2	3, 7
3	2	you can	11	Human 2	1, 5, 11
2	2	talk about	3	Human 2	9, 11
5	1	can	11	Human 2	1, 5, 7, 9, 11
5	1	you	11	Human 2	1, 5, 7, 9, 11
4	1	i	11	Human 2	1, 3, 7, 11
4	1	lol	9	Human 2	3, 5, 9, 11
3	1	like	9	Human 2	3, 7, 11
3	1	really	7	Human 2	3, 7, 9
3	1	the	5	Human 2	5, 7, 9
2	1	answer	3	Human 2	3, 5
2	1	computer	3	Human 2	9, 11
2	1	for	3	Human 2	5, 7
2	1	have	3	Human 2	5, 7
2	1	human	3	Human 2	7, 9
2	1	kale	3	Human 2	5, 7
2	1	more	3	Human 2	7, 9
2	1	not	9	Human 2	1, 9

