Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	the one you	5	Human 2	5, 9
2	2	did not	7	Human 2	3, 9
2	2	i like	3	Human 2	7, 9
2	2	you did	3	Human 2	3, 5
5	1	you	9	Human 2	3, 5, 7, 9, 11
4	1	the	9	Human 2	3, 5, 9, 11
3	1	a	11	Human 2	1, 9, 11
3	1	it	5	Human 2	3, 5, 7
3	1	like	5	Human 2	7, 9, 11
2	1	are	9	Human 2	3, 11
2	1	gift	7	Human 2	3, 9
2	1	i	3	Human 2	7, 9
2	1	me	5	Human 2	5, 9
2	1	so	5	Human 2	7, 11
2	1	thanks	3	Human 2	5, 7
2	1	too	3	Human 2	9, 11
2	1	was	7	Human 2	3, 9
2	1	yes	5	Human 2	7, 11

