Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	social media	7	Human 2	9, 11, 15
2	2	all places	5	Human 2	11, 15
2	2	i see	5	Human 2	5, 9
2	2	reading and	3	Human 2	5, 7
2	2	your wish	3	Human 2	15, 17
5	1	i	13	Human 2	3, 5, 7, 9, 15
5	1	your	17	Human 2	1, 5, 11, 15, 17
4	1	and	7	Human 2	5, 7, 9, 11
4	1	you	15	Human 2	3, 5, 11, 17
3	1	explore	7	Human 2	11, 15, 17
3	1	from	9	Human 2	9, 11, 17
3	1	see	7	Human 2	5, 9, 11
3	1	that	5	Human 2	13, 15, 17
3	1	the	7	Human 2	9, 11, 15
2	1	can	13	Human 2	3, 15
2	1	day	3	Human 2	1, 3
2	1	drift	3	Human 2	7, 9
2	1	during	5	Human 2	7, 11
2	1	going	5	Human 2	1, 5
2	1	head	3	Human 2	7, 9
2	1	how	3	Human 2	3, 5
2	1	just	11	Human 2	7, 17
2	1	my	11	Human 2	7, 17
2	1	places	5	Human 2	11, 15
2	1	saving	3	Human 2	9, 11
2	1	work	5	Human 2	7, 11
2	1	would	5	Human 2	11, 15
2	1	you're	5	Human 2	5, 9

