Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	4	you like to do	11	10	1	Human 1	6, 11, 13, 15
5	1	3	you like to	11	10	2	Human 1	6, 10, 11, 13, 15
2	2	3	but nothing is	3	2	1	Human 1	2, 3
3	1	2	but nothing	5	4	1	Human 1	2, 3, 5
3	3	2	what else	7	4	1	Human 1	6, 7, 9
2	2	2	, have	4	4	1	Human 2	1, 4
2	2	2	i watched	3	2	1	Human 1	2, 3
2	2	2	is delicious	15	4	1	Human 1	12, 15
2	2	2	you know	15	6	1	Human 1	10, 15
10	5	1	you	6	15	2	Human 2	1, 3, 6, 7, 9, 10, 11, 12, 13, 15
8	6	1	i	5	13	1	Human 1	2, 3, 5, 8, 10, 11, 13, 14
8	4	1	to	4	13	1	Human 2	3, 4, 6, 10, 11, 12, 13, 15
6	3	1	do	11	10	2	Human 1	6, 10, 11, 12, 13, 15
6	4	1	have	5	13	1	Human 2	1, 4, 5, 10, 11, 13
6	1	1	like	7	10	1	Human 1	6, 7, 10, 11, 13, 15
5	5	1	and	10	13	1	Human 2	3, 10, 11, 13, 15
5	2	1	but	11	12	1	Human 1	2, 3, 5, 11, 13
5	5	1	out	5	10	1	Human 1	4, 5, 11, 12, 13
5	2	1	what	6	8	1	Human 2	3, 6, 7, 9, 10
4	4	1	avatar	3	4	1	Human 1	2, 3, 4, 5
4	4	1	food	11	6	1	Human 1	10, 11, 13, 15
4	4	1	good	2	5	1	Human 2	1, 2, 3, 5
4	4	1	that	5	12	1	Human 1	4, 5, 7, 15
3	3	1	eat	11	4	1	Human 1	10, 11, 13
3	3	1	it's	4	3	1	Human 2	3, 4, 5
3	3	1	movies	6	7	1	Human 2	1, 6, 7
3	3	1	some	11	4	1	Human 1	10, 11, 13
3	3	1	soon	11	4	1	Human 1	10, 11, 13
3	3	1	soup	13	4	1	Human 1	12, 13, 15
3	1	1	watched	5	4	1	Human 1	2, 3, 5
3	3	1	will	11	4	1	Human 1	10, 11, 13
2	2	1	cook	15	2	1	Human 1	14, 15
2	2	1	enjoy	9	2	1	Human 1	8, 9
2	2	1	lately	2	2	1	Human 2	1, 2
2	2	1	let	15	6	1	Human 1	10, 15
2	2	1	movie	7	4	1	Human 1	4, 7
2	2	1	way	5	2	1	Human 1	4, 5

