Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	how about yourself ?	3	4	1	Human 1	2, 3, 5
4	4	2	been ?	4	15	2	Human 2	1, 3, 4, 15
4	1	2	yourself ?	8	7	1	Human 1	2, 3, 5, 8
2	2	2	but i	7	4	1	Human 1	4, 7
2	2	2	got super	9	2	1	Human 1	8, 9
2	2	2	i'm thinking	9	4	1	Human 1	6, 9
2	2	2	like to	13	10	1	Human 1	4, 13
2	2	2	over there	11	2	1	Human 1	10, 11
7	6	1	i	7	13	2	Human 1	2, 4, 7, 8, 10, 12, 14
5	1	1	been	14	15	2	Human 2	1, 3, 4, 14, 15
5	3	1	like	5	10	1	Human 1	4, 5, 7, 12, 13
4	1	1	about	12	11	1	Human 1	2, 3, 5, 12
4	1	1	how	4	4	1	Human 1	2, 3, 4, 5
4	2	1	there	12	5	1	Human 1	10, 11, 12, 14
4	4	1	you	10	11	1	Human 2	5, 10, 12, 15
3	3	1	friends	5	4	1	Human 1	4, 5, 7
3	3	1	haha	5	5	1	Human 1	4, 5, 8
3	3	1	have	15	8	2	Human 1	8, 14, 15
3	1	1	i'm	11	6	1	Human 1	6, 9, 11
3	3	1	just	8	3	1	Human 2	7, 8, 9
3	3	1	my	7	9	1	Human 1	4, 7, 12
3	3	1	sick	9	4	1	Human 1	8, 9, 11
3	1	1	super	11	4	1	Human 1	8, 9, 11
3	3	1	the	12	8	1	Human 2	7, 12, 14
3	1	1	to	14	11	1	Human 1	4, 13, 14
3	3	1	with	5	4	1	Human 1	4, 5, 7
2	2	1	fishing	7	2	1	Human 1	6, 7
2	2	1	i'd	13	2	1	Human 1	12, 13
2	2	1	long	7	4	1	Human 1	4, 7
2	2	1	money	5	2	1	Human 1	4, 5
2	2	1	nice	11	2	1	Human 1	10, 11
2	2	1	part	7	4	1	Human 1	4, 7
2	2	1	place	15	2	1	Human 1	14, 15
2	2	1	that	7	2	1	Human 1	6, 7
2	2	1	watching	5	4	1	Human 1	2, 5
2	2	1	what	15	4	1	Human 1	12, 15

