Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	9	but as an artificial intelligence , i don't have	3	Human 2	11, 13
2	6	i'm phi , not sure what	3	Human 2	11, 13
2	5	i'm phi , an ai	7	Human 2	3, 9
2	4	ai , and don't	3	Human 2	3, 5
2	4	i don't have the	3	Human 2	9, 11
3	3	don't have the	9	Human 2	3, 9, 11
2	3	you're referring to	3	Human 2	11, 13
5	2	phi ,	11	Human 2	3, 5, 9, 11, 13
3	2	, i	13	Human 2	1, 11, 13
6	1	phi	11	Human 2	3, 5, 7, 9, 11, 13
5	1	have	11	Human 2	3, 5, 9, 11, 13
5	1	i	13	Human 2	1, 5, 9, 11, 13
5	1	the	9	Human 2	3, 5, 7, 9, 11
5	1	to	11	Human 2	3, 7, 9, 11, 13
4	1	or	11	Human 2	3, 5, 9, 13
4	1	you	7	Human 2	1, 3, 5, 7
3	1	recall	5	Human 2	3, 5, 7
2	1	dance	3	Human 2	5, 7
2	1	it's	3	Human 2	3, 5
2	1	me	3	Human 2	1, 3
2	1	met	3	Human 2	1, 3
2	1	where	3	Human 2	3, 5

