Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	take that time	3	Human 2	13, 15
2	2	for your	3	Human 2	13, 15
2	2	you and	3	Human 2	5, 7
7	1	you	15	Human 2	1, 3, 5, 7, 11, 13, 15
5	1	for	13	Human 2	3, 5, 9, 13, 15
4	1	christmas	13	Human 2	3, 5, 13, 15
4	1	that	11	Human 2	5, 9, 13, 15
3	1	and	5	Human 2	3, 5, 7
3	1	time	13	Human 2	3, 13, 15
2	1	are	3	Human 2	13, 15
2	1	around	3	Human 2	3, 5
2	1	be	3	Human 2	3, 5
2	1	disneyland	3	Human 2	3, 5
2	1	drive	3	Human 2	5, 7
2	1	getting	3	Human 2	13, 15
2	1	kids	3	Human 2	3, 5
2	1	might	3	Human 2	13, 15
2	1	the	9	Human 2	5, 13
2	1	to	9	Human 2	5, 13
2	1	will	5	Human 2	7, 11
2	1	would	3	Human 2	3, 5

