Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	a good	5	Human 2	3, 7
2	2	i hope	11	Human 2	3, 13
2	2	is very	3	Human 2	7, 9
2	2	it is	5	Human 2	7, 11
2	2	to learn	3	Human 2	11, 13
4	1	you	7	Human 2	5, 7, 9, 11
3	1	a	11	Human 2	3, 7, 13
3	1	are	9	Human 2	5, 11, 13
3	1	but	5	Human 2	9, 11, 13
3	1	good	9	Human 2	3, 7, 11
3	1	i	11	Human 2	3, 7, 13
3	1	is	5	Human 2	7, 9, 11
3	1	mentor	11	Human 2	3, 7, 13
3	1	the	9	Human 2	3, 9, 11
3	1	to	7	Human 2	7, 11, 13
2	1	from	7	Human 2	5, 11
2	1	me	11	Human 2	3, 13
2	1	my	11	Human 2	3, 13
2	1	person	3	Human 2	9, 11
2	1	someone	3	Human 2	5, 7
2	1	this	7	Human 2	7, 13
2	1	with	3	Human 2	11, 13
2	1	yes	3	Human 2	7, 9

