Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	it was the weekend before last	7	Human 2	3, 9
3	2	it was	7	Human 2	3, 5, 9
3	2	was the	9	Human 2	3, 9, 11
2	2	did you	5	Human 2	5, 9
2	2	nice !	5	Human 2	7, 11
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
5	1	was	9	Human 2	3, 5, 7, 9, 11
5	1	you	11	Human 2	3, 5, 9, 11, 13
4	1	it	11	Human 2	3, 5, 9, 13
4	1	weekend	7	Human 2	3, 5, 7, 9
3	1	cooking	5	Human 2	7, 9, 11
3	1	dish	5	Human 2	9, 11, 13
3	1	for	11	Human 2	3, 11, 13
3	1	i	5	Human 2	7, 9, 11
3	1	last	7	Human 2	3, 5, 9
3	1	nice	5	Human 2	7, 9, 11
2	1	all	3	Human 2	5, 7
2	1	and	3	Human 2	11, 13
2	1	but	11	Human 2	3, 13
2	1	cook	7	Human 2	7, 13
2	1	is	5	Human 2	3, 7
2	1	some	3	Human 2	9, 11
2	1	this	5	Human 2	9, 13
2	1	with	3	Human 2	9, 11
2	1	zucchini	5	Human 2	9, 13

