Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	looking forward to doing	3	Human 2	3, 5
3	2	going to	7	Human 2	7, 11, 13
3	2	i am	5	Human 2	3, 5, 7
2	2	are you	5	Human 2	1, 5
2	2	in a	5	Human 2	9, 13
2	2	too and	3	Human 2	7, 9
2	2	you ?	7	Human 2	1, 7
5	1	and	11	Human 2	3, 7, 9, 11, 13
5	1	i	11	Human 2	3, 5, 7, 9, 13
3	1	a	5	Human 2	9, 11, 13
3	1	the	5	Human 2	9, 11, 13
2	1	doing	3	Human 2	3, 5
2	1	eat	3	Human 2	7, 9
2	1	good	9	Human 2	3, 11
2	1	instead	5	Human 2	9, 13
2	1	it	7	Human 2	3, 9
2	1	like	7	Human 2	3, 9
2	1	some	3	Human 2	7, 9
2	1	stuffing	3	Human 2	9, 11
2	1	that	7	Human 2	3, 9

