Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	to help you understand the	7	Human 2	3, 9
2	3	here are some	3	Human 2	7, 9
3	2	you understand	7	Human 2	3, 5, 9
2	2	, but	3	Human 2	5, 7
2	2	. but	3	Human 2	9, 11
2	2	i'm not	3	Human 2	5, 7
2	2	weekend .	5	Human 2	9, 13
2	2	with the	3	Human 2	11, 13
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
5	1	you	11	Human 2	3, 5, 7, 9, 13
4	1	to	11	Human 2	3, 5, 9, 13
4	1	understand	7	Human 2	3, 5, 7, 9
3	1	have	9	Human 2	5, 11, 13
3	1	not	7	Human 2	5, 7, 11
3	1	this	7	Human 2	5, 9, 11
2	1	be	9	Human 2	3, 11
2	1	course	9	Human 2	3, 11
2	1	discussions	3	Human 2	5, 7
2	1	for	3	Human 2	7, 9
2	1	now	5	Human 2	5, 9
2	1	over	5	Human 2	9, 13
2	1	preparation	7	Human 2	7, 13
2	1	that	3	Human 2	9, 11
2	1	tips	3	Human 2	7, 9
2	1	will	3	Human 2	11, 13

