Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	turkey and shopping are great	3	Human 2	5, 7
3	4	turkey and shopping are	5	Human 2	5, 7, 9
5	3	turkey and shopping	9	Human 2	5, 7, 9, 11, 13
2	2	that people	5	Human 2	9, 13
2	2	the world	5	Human 2	9, 13
5	1	and	9	Human 2	5, 7, 9, 11, 13
5	1	are	11	Human 2	1, 5, 7, 9, 11
3	1	experiences	9	Human 2	3, 9, 11
3	1	great	5	Human 2	5, 7, 9
3	1	that	5	Human 2	9, 11, 13
3	1	the	5	Human 2	9, 11, 13
3	1	you	13	Human 2	1, 11, 13
2	1	activities	9	Human 2	5, 13
2	1	can	3	Human 2	11, 13
2	1	enjoy	5	Human 2	9, 13
2	1	indeed	3	Human 2	5, 7
2	1	noodle	3	Human 2	11, 13

