Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	! it's	5	Human 2	9, 13
2	2	of it	3	Human 2	9, 11
4	1	i	9	Human 2	3, 7, 9, 11
4	1	the	7	Human 2	9, 11, 13, 15
3	1	i'm	9	Human 2	3, 7, 11
3	1	it	5	Human 2	7, 9, 11
3	1	it's	7	Human 2	9, 13, 15
3	1	you	7	Human 2	3, 5, 9
2	1	a	5	Human 2	5, 9
2	1	have	5	Human 2	9, 13
2	1	how	3	Human 2	3, 5
2	1	like	3	Human 2	9, 11
2	1	not	3	Human 2	9, 11
2	1	of	3	Human 2	9, 11
2	1	pretty	3	Human 2	5, 7
2	1	to	3	Human 2	13, 15
2	1	today	3	Human 2	3, 5
2	1	😅<|im	9	Human 2	7, 15

