Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i'm phi and though i	3	Human 2	9, 11
3	3	i'm phi and	5	Human 2	7, 9, 11
2	3	i don't eat	3	Human 2	3, 5
2	3	i'm phi ,	11	Human 2	3, 13
3	2	and though	5	Human 2	9, 11, 13
2	2	, i	3	Human 2	3, 5
2	2	lunch or	3	Human 2	3, 5
5	1	and	9	Human 2	5, 7, 9, 11, 13
5	1	i	9	Human 2	3, 5, 7, 9, 11
4	1	the	9	Human 2	5, 9, 11, 13
4	1	though	7	Human 2	7, 9, 11, 13
3	1	have	7	Human 2	3, 5, 9
3	1	lunch	5	Human 2	3, 5, 7
2	1	a	7	Human 2	7, 13
2	1	an	3	Human 2	3, 5
2	1	food	9	Human 2	5, 13
2	1	for	9	Human 2	5, 13
2	1	had	3	Human 2	9, 11
2	1	of	5	Human 2	5, 9
2	1	understand	3	Human 2	7, 9
2	1	you're	3	Human 2	7, 9

