Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	the new york	9	4	1	Human 1	8, 9, 11
2	2	3	i'm going to	7	2	1	Human 1	6, 7
4	1	2	new york	13	6	1	Human 1	8, 9, 11, 13
3	3	2	! what	13	4	2	Human 1	10, 12, 13
3	3	2	haha ,	9	10	1	Human 1	8, 9, 17
3	3	2	i'd name	9	4	1	Human 1	8, 9, 11
2	2	2	i'm good	5	2	1	Human 1	4, 5
2	2	2	them play	7	2	1	Human 1	6, 7
7	5	1	the	9	12	2	Human 1	6, 8, 9, 11, 13, 15, 17
5	1	1	i'm	15	12	1	Human 1	4, 5, 6, 7, 15
5	5	1	is	10	13	1	Human 2	5, 10, 12, 15, 17
5	5	1	that	12	12	1	Human 2	5, 12, 13, 15, 16
4	4	1	a	5	14	1	Human 1	4, 5, 16, 17
4	4	1	i	16	15	2	Human 2	3, 13, 16, 17
4	1	1	name	15	8	1	Human 1	8, 9, 11, 15
4	2	1	them	9	6	1	Human 1	6, 7, 9, 11
4	2	1	to	5	4	1	Human 1	4, 5, 6, 7
3	3	1	about	13	5	1	Human 1	12, 13, 16
3	1	1	going	7	6	2	Human 1	2, 6, 7
2	2	1	<redacted_term>	7	2	1	Human 1	6, 7
2	2	1	basketball	5	2	1	Human 1	4, 5
2	2	1	more	8	2	1	Human 2	7, 8
2	2	1	movie	17	2	1	Human 1	16, 17
2	2	1	of	17	2	1	Human 1	16, 17
2	2	1	see	13	8	1	Human 1	6, 13
2	2	1	some	7	2	1	Human 1	6, 7
2	2	1	wall-e	17	2	1	Human 1	16, 17
2	2	1	was	17	2	1	Human 1	16, 17

